id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label,attack_cat
9710,0.1235712332623754,tcp,radius,INT,21,8,2079,740,39093.55904649184,58,71,241575.35772241175,267055.7279521953,1,2,37.68957768890969,67.54889745763693,2.428264531183899,3.579381463336441,44926,1701343583,1061138653,3933,0.016720864034308,0.10657374254920476,0.028151131061827574,114,92,2,777,8,0,3,7,8,7,0,3,2,3,7,0,1,Exploits
1651,2.1669159570427015,udp,http,FIN,6,6,356,55,15200.036476222871,170,194,111028.03162082742,137014.51771821105,0,0,68.4158630159506,270.55848835510557,3.5701159276303156,21.369468098762184,39755,1551646877,919253054,18194,0.003420742623048291,0.038434997639762714,0.064756693449166,50,55,0,174,3,0,3,1,2,1,0,0,1,3,1,0,0,Normal
9787,2.3445322442942502,udp,dhcp,URN,21,9,444,163,67830.381188386,217,90,391649.41480052436,162083.15674332107,2,0,32.684674310223194,104.7599814339328,29.67427887656039,0.021510002971535817,19299,1909735093,1490933233,13257,0.18622086194732568,0.006358703939242485,0.2553365242812699,50,50,2,786,5,0,5,8,10,6,0,1,2,5,7,1,1,Generic
2814,0.2828720626617591,ospf,http,CLO,7,8,619,1240,13994.172693350209,166,90,83347.49006226142,81124.74436335004,0,1,86.758924389347,22.602776144065437,3.67314109910847,22.123421841235526,44082,1729818580,1053837089,37208,0.04430235774697537,0.003208354411968499,0.03406956451200298,77,280,1,208,2,0,3,3,2,2,0,0,0,3,1,0,0,Normal
3705,1.0143125749280284,tcp,http,CLO,7,7,535,178,9677.589383704124,201,98,94664.10309879342,23484.84546223729,0,0,109.27105225002425,140.06011644230645,8.555905812742932,8.484362596269111,263,1271145879,1703690749,45100,0.00756925580633002,0.015536982446352057,0.04699815277607765,72,90,1,224,6,0,2,3,1,1,0,0,0,3,6,0,0,Normal
6119,2.1091921467206314,tcp,snmp,INT,23,12,516,217,4543.554083873154,207,149,1000.0,232011.89867861924,3,3,58.416997166074566,23.033900395097106,20.52732329586873,42.08742460771271,47101,273403974,110812775,37721,0.04152632373528943,0.06720386343265526,0.24021173414992833,50,75,2,754,9,0,4,8,7,3,0,1,1,5,7,0,1,Generic
5043,0.38314071649389614,tcp,-,FIN,8,3,1150,200,19567.403591029808,41,64,122623.66461392817,16259.361401012342,0,0,58.696455481641664,118.42627864004669,13.55330715119159,1.7298910197269923,11686,1909775857,96705683,50256,0.056417367253024514,0.0032682245525747005,0.05141182091922366,118,113,1,206,1,0,1,1,1,3,0,0,3,1,2,0,0,Normal
11209,2.4041909721864565,icmp,radius,INT,17,6,6837,609,37428.05503700632,107,158,395374.88240490155,470087.05649785756,1,0,54.38726748012131,68.52809993852186,5.7288927530098315,3.1965673814094626,16209,1273806942,1623766572,4669,0.038382295429139325,0.020256225100783124,0.07067575084480059,320,50,1,757,9,0,7,9,6,3,0,1,4,6,7,0,1,Generic
7239,1.4989806401533619,udp,pop3,REQ,26,11,2645,490,1000.0,77,176,167587.37945301048,65894.69526241413,1,0,59.488498334228815,33.90749671408746,3.414464128262655,30.823832552905262,41011,518479240,1590086931,12418,0.027490064577747726,0.013692711023133929,0.26579014355949254,121,50,1,732,5,0,5,6,7,3,0,0,2,2,8,0,1,DoS
11506,0.403259327630679,tcp,smtp,REQ,14,13,775,490,43219.511351856934,109,31,296055.63994249236,166450.51909625842,3,4,11.348303319050634,73.01329213040637,12.82765393579353,106.28192227362425,41781,225889462,1259612890,53176,1.0049752850687765,0.04898889170424826,0.022624984759442125,54,50,1,788,9,0,11,6,6,4,0,1,1,5,8,0,1,Exploits
11075,0.6757099850295102,udp,dns,URN,19,9,11014,390,74666.39814533366,132,204,203656.71181640745,156921.99725534747,1,1,4.039501164053739,74.74765058048025,8.709401969254213,21.834720621736672,13408,313872174,897332395,39771,0.24612986596533948,0.04765204986931661,0.10116378339752674,638,95,0,749,11,0,7,8,9,7,0,2,1,5,5,0,1,Reconnaissance
10997,4.594828716214076,tcp,ftp-data,RST,19,12,4710,623,30784.203235304725,203,157,186868.53797599988,290260.93758287124,1,0,4.493027784922457,1.5856720826430848,36.81431618962709,3.665800947349615,33864,231218902,1103279242,50141,0.2944651956332636,0.020295484429738626,0.3349668674857445,258,166,3,842,9,0,11,8,5,9,0,1,5,2,4,1,1,Backdoor
5000,0.3173172691409528,tcp,http,URN,9,6,1211,298,2513.1622381405778,254,27,128342.85434377739,121821.72285836967,1,0,4.267098172625793,93.65543083083634,6.955380273355589,15.280929636989805,10591,570706752,845514200,27636,0.05837097713425591,0.0015426304951541815,0.015354629598868207,138,50,0,207,7,0,1,2,1,1,0,0,1,1,2,0,0,Normal
8481,0.1686975948592627,tcp,-,ACC,13,13,1728,222,40781.09901327816,115,46,479694.82722663693,142190.68620740826,1,2,5.497715082026571,0.9867075001106097,21.751893410662646,13.146652493011757,2420,1930223462,152233961,24160,0.12554185914633517,0.06496522989798827,0.2146983801008648,198,50,2,841,6,0,9,6,5,6,0,0,4,4,5,0,1,Backdoor
9268,3.1640806211687496,udp,http,INT,23,7,1371,741,22183.365149083154,224,220,191667.0010788358,98545.68346342284,2,1,193.56538295074006,122.85168528379421,26.978318468908565,18.867184877511548,18299,663238236,1550737404,21599,0.23783486941078685,0.047710701988738294,0.09864851847127068,149,151,1,775,4,0,7,5,2,7,0,1,1,4,7,0,1,Analysis
8399,1.6048938901101224,tcp,irc,ACC,22,8,1554,1916,59167.098807631235,75,180,240589.95377685732,77610.66395486264,1,1,48.47511668181925,29.226972129655476,46.36431677390667,10.517058850057262,37217,1997629439,937031063,47199,0.14368401074374867,0.0780294637789005,0.1151032135371704,162,195,2,863,7,0,6,9,7,6,1,1,2,6,12,0,1,DoS
2632,0.04350653450288423,tcp,http,FIN,4,7,1347,891,10.0,211,53,1000.0,88176.29718692496,0,2,45.47921254320761,38.78352560270504,2.508838583897148,10.851580914604803,52044,1307529046,768905618,31174,0.010434298359600627,0.0021571046666620146,0.0263365846402911,389,104,3,219,1,0,3,1,1,1,0,0,3,1,4,0,0,Normal
3132,0.391012404373979,tcp,http,URN,11,4,4167,50,18552.099427072117,87,186,91753.72406653615,107486.04524970174,1,0,15.733920273325028,16.917575728146016,0.7470099131180883,3.6152607003222035,7924,1798632903,717998290,36884,0.021441767968466918,0.0057013203036131955,0.0872307275761616,344,50,0,179,3,0,2,1,1,1,0,0,1,2,1,0,0,Normal
9584,1.5304184801368217,tcp,smtp,RST,20,8,465,2961,73625.66460066996,129,246,246847.99190845963,245280.87296368624,1,0,91.10750871651933,54.945515032010746,1.9029793688906793,28.564280268247117,37429,506477420,200897088,21142,0.07471236799287702,0.007080456219860635,0.03949680503074571,50,447,1,812,5,0,5,6,8,5,0,2,6,6,7,0,1,Shellcode
8219,1.027213286774706,udp,-,INT,28,8,727,2519,82392.14814084632,39,110,186889.42584219007,76418.21627294752,2,1,106.1847287703944,59.80709811333021,12.728952800445954,45.47425096016022,21839,973137296,1263707494,25692,1.0585334010107281,0.07748076400493974,0.2717580361213466,50,303,1,789,8,0,3,9,12,6,0,1,2,5,5,0,1,Reconnaissance
9277,1.1251426819763868,udp,ftp-data,ECO,29,9,218,216,76657.02338977945,145,64,224705.45347440933,257148.39941717777,1,1,14.247174189704497,135.44966006286094,14.692513724170439,32.254071527784326,16309,1353994107,1403145854,37450,0.41281429524415314,0.002242318818600176,0.06695634599991544,94,50,1,808,7,0,12,5,8,7,0,1,4,11,8,0,1,Generic
3814,0.5392002093476019,tcp,http,ACC,6,11,752,282,10379.145909242816,196,210,93411.23845542742,43013.721017351774,1,1,7.434471878312184,54.62123529756156,3.3952663441777693,5.63050539559351,6690,199357746,505256820,16665,0.009062467519014294,0.029882848746766565,0.07308886045607425,105,50,1,178,1,0,4,3,1,1,0,0,3,5,1,0,0,Normal
5887,0.4787351374955404,tcp,smtp,CON,12,10,283,354,18563.149152426664,91,170,145678.1704209422,15988.21400125436,1,0,166.5128831262487,166.3794586920889,11.670158734457745,0.5930263325474792,49769,18298975,610726982,32680,0.03979253825653855,0.004327937944900524,0.008368082918477113,50,50,1,210,1,0,1,1,1,1,0,0,0,2,1,0,0,Normal
5083,0.7062618364754009,tcp,ssl,REQ,4,4,159,942,10.0,202,133,122861.60110679573,70248.73651793759,1,1,256.305922196173,53.45983475864286,1.301496440934605,2.9109353672428533,60606,95663967,142832438,21033,0.01694848367435751,0.003613240877914191,0.006995792995556246,50,273,3,222,1,0,6,3,1,1,0,0,1,1,3,0,0,Normal
11816,1.189406537839121,tcp,ftp,CON,28,17,100,3207,45128.99758233816,146,174,212119.82123455088,173096.20127736154,2,0,100.88475589430395,74.35369633253558,1.657764594601196,54.26245020739287,33550,1586742828,1763170642,31028,0.009984699419393011,0.00886423893734753,0.11245693750547939,50,150,1,879,7,0,7,8,9,3,0,3,2,3,10,1,1,Backdoor
8824,0.22142028944260678,tcp,dns,INT,19,8,1685,626,61385.90091939246,202,228,421281.9997656529,500.0,2,0,92.43494276843765,20.43090343196318,8.085805610515118,70.13618104571674,55864,1047877502,1169622782,54323,0.2986436405834993,0.4708592937603723,0.2292714064014487,135,59,1,802,5,0,11,6,5,3,1,0,0,4,6,0,1,Worms
1218,0.06679748738774643,tcp,ssh,PAR,12,9,817,384,20616.308867801356,114,91,105429.52942276566,60488.51467052238,0,1,100.56505182805631,186.0237424606421,8.181804828567897,27.06858276577597,24297,241514690,224213288,30730,0.05259613581152717,0.030951709262463753,0.037083688518269015,50,50,0,239,1,0,4,3,1,1,0,0,0,1,1,0,0,Normal
3992,0.018557781313001946,tcp,http,CLO,18,5,1503,577,15768.54727635823,117,128,58941.01547636508,35510.14934220302,0,2,28.31411309383362,75.00149629941426,6.097233928980611,9.7340305249384,3046,330391199,1841594528,33135,0.011829060370954447,0.01106340213615101,0.034950883714823015,50,50,1,166,1,0,3,1,3,1,0,0,1,2,1,0,0,Normal
11148,1.6216473116545882,tcp,dns,CON,26,7,2033,303,92456.21254082932,158,171,128444.3209701124,257690.29313040973,1,2,20.106243529984436,174.19291332901548,15.904473668281875,79.15507285851542,2277,1709656677,777141377,31637,0.04868233065478372,0.008410902898740502,0.036046256526829454,96,105,4,793,10,0,6,9,5,3,0,0,1,7,5,0,1,Reconnaissance
7616,0.22576751516381918,tcp,dns,INT,25,13,954,988,1000.0,36,146,180997.46714304003,96347.33447207516,2,0,104.90629781840167,58.079353480058884,12.550615733505856,5.895632756436082,34855,1749577124,649482571,56409,0.05349066866705396,0.03518652008006249,0.02694511091586151,87,50,2,827,11,0,6,6,8,3,0,0,0,5,4,0,1,Fuzzers
10692,2.6350171183154636,tcp,ftp-data,no,15,10,4826,1776,49884.478895646316,186,110,184005.02277382274,207218.23777626958,1,1,0.7694031541764381,30.40930649507703,11.833143605405647,8.792443782335036,5821,130451912,204155119,42434,0.16206812970000517,0.017084116131926202,0.15457845396570108,363,153,2,794,6,0,8,5,5,4,1,2,2,7,10,1,1,Generic
10185,5.005182638736464,arp,pop3,RST,30,13,108,1081,1000.0,131,32,202004.0736487038,161975.97504360235,2,0,23.541687154075667,154.7951785005331,3.4259672490200432,8.280137388336229,35341,1070241688,917118039,52579,0.05855260433134906,0.06340672781164679,0.09883022939227773,50,142,4,829,5,0,5,10,6,5,0,3,4,8,5,0,1,Backdoor
1684,0.12380310151817589,tcp,http,no,8,4,1109,102,16331.407510507737,176,24,126295.80343462413,55992.80734000268,0,1,55.134810345737996,29.97833957190379,2.9290849349259918,7.425045537047446,3343,115612346,345570547,58513,0.012505060412540625,0.004549385306871857,0.020427150208244788,67,50,0,198,4,0,3,1,1,1,0,0,0,4,1,0,0,Normal
4575,1.4188382226056444,udp,-,CLO,8,6,229,330,24364.27940934098,120,84,1000.0,100083.66350727002,0,0,14.91054101744627,147.01392154867779,2.6613698861358253,0.605359491578538,63738,1432088394,553880131,49423,0.008170936268687682,0.017411621875538377,0.02699929055795566,50,78,0,218,1,0,3,5,1,2,0,0,1,2,2,0,0,Normal
11541,0.09147609781636146,icmp,smtp,CON,16,18,1379,1312,32035.625586922855,94,119,1000.0,194471.2177215666,0,0,39.8431876782642,106.91908082009412,3.09012319705201,12.7612857946088,8387,1649160235,1603878098,55986,0.010045950023948091,0.055427164102924406,0.19141104240184337,50,50,2,822,8,0,7,11,5,3,1,1,0,6,3,0,0,Normal
10751,0.06873345858064996,udp,ssh,REQ,23,3,1582,1147,8950.081931542183,89,112,182647.9449625996,184366.47347023903,0,0,7.559919754797029,20.80495527199353,17.30232025350649,4.733382295133318,48341,314819538,1803782426,61824,0.38702530737585034,0.09182283901296462,0.03803055829297363,84,375,5,791,7,0,8,6,8,10,0,1,3,3,12,0,1,Fuzzers
11284,1.861999418558189,tcp,ftp-data,FIN,22,8,917,3814,3189.727297450081,219,225,111655.47747572824,183776.01741535557,2,1,5.137025053697647,57.53930708583545,37.23857351830016,21.56964112817718,55473,1987797164,914570690,15136,0.08585002419825802,0.044625270840127074,0.05292110819424252,50,425,2,785,10,0,10,8,7,7,0,1,2,3,6,0,1,Reconnaissance
7563,3.5262225634039863,udp,dhcp,INT,22,9,1130,1670,37219.61135458818,128,240,154307.81521075702,175602.6999160774,4,1,54.713832386190056,52.731460344497286,5.001937066763249,20.833475479283134,20879,1125546587,440413386,30663,0.10220880082221984,0.025177569190067278,0.08070162163273897,59,165,1,797,8,0,4,8,6,3,0,2,2,4,6,1,1,Analysis
5904,1.2072484915819839,udp,-,CLO,14,12,773,287,17304.464734522266,118,155,50983.99779617303,117296.47351641921,0,0,20.67901047057877,15.320577478269016,1.0405731412932941,4.029670590192406,61936,1755524547,1466454498,52844,0.002714278489784655,0.0178697494188004,0.023565547395109708,97,50,1,195,2,0,1,1,1,2,0,0,2,3,2,0,0,Normal
2583,1.4915639925639315,ospf,ftp,CLO,8,3,2321,832,6635.380770360725,206,107,19955.35423555698,108133.33136571795,1,0,120.38062108974214,295.3731954280067,20.86336104689255,12.517908927612982,381,106081513,1344866334,20106,0.005198311926409073,0.0009080771097904976,0.021354524610488194,272,318,1,167,1,0,2,1,1,1,0,0,0,2,1,0,0,Normal
3003,0.7931752891000103,tcp,ssh,CON,6,6,308,1643,24422.238398222595,97,103,66584.54318749881,128051.41918482914,2,0,37.90536917823372,6.447982974603433,4.918990861494335,8.065336984363375,24460,101284477,380982773,52267,0.07057413299689051,0.008229052120722679,0.0008037524779791824,50,338,0,201,2,0,4,1,3,2,0,0,0,2,2,0,0,Normal
10044,0.14727417122823885,udp,dhcp,REQ,22,9,6655,385,12728.81916394885,83,101,350167.00042854913,19657.86009106337,0,2,219.04994084975488,33.41414093534423,2.22918481773854,14.00473536515636,39135,1059826408,315070867,12697,0.19916179827704988,0.06194768861138392,0.44585433589476553,367,77,0,783,7,0,8,5,9,7,0,1,5,8,7,0,1,Generic
2088,0.025749085135039703,udp,http,CON,5,3,422,160,26700.739907181058,54,163,7499.45446429732,82755.37254555077,1,0,91.77662388947458,3.855567088139376,1.604698083624963,15.767426409419288,63614,1426012165,1587361517,33488,0.02052851583214204,0.004663820725479843,0.029495261701004322,71,50,0,188,3,0,1,1,3,1,0,0,1,4,1,0,0,Normal
8929,0.3032654946979162,tcp,http,INT,25,10,193,323,70408.33677397236,104,234,1000.0,151534.50493265034,0,1,58.65454950103361,50.06307833612697,21.297601044033478,42.46022272208073,15120,1504495435,573880335,11834,0.4159167513190572,0.03190686806193503,0.18197920580092442,50,50,2,785,5,0,6,6,2,5,1,2,4,3,9,0,1,Backdoor
4149,0.4821327016118588,udp,pop3,FIN,2,5,143,175,10.0,183,64,135837.23025936028,113963.3569133953,1,0,44.95899656974525,177.07103629535456,10.718146672221053,5.9773702519501075,31050,761636231,717549897,51994,0.16366841691532608,0.013504300948824613,0.031198782181502394,160,50,0,195,3,0,1,1,1,1,0,0,1,1,1,0,0,Normal
136,0.21555698996203967,tcp,ssl,URN,7,5,173,1321,45278.30709868172,126,113,114197.05268326646,44602.144581538254,1,0,75.63981419496466,15.011128648633544,14.530251854453608,42.77087120668125,40898,340824823,1657231354,15066,0.039541935476828424,0.009054828313114138,0.029205845426753634,86,206,2,197,1,0,3,1,3,1,0,0,2,1,2,0,0,Normal
9918,0.9471755303091627,udp,pop3,RST,19,9,714,880,36271.8103115534,74,109,170404.6315898654,500.0,4,0,34.561045701317596,67.828078583334,2.2249073530422785,11.448231956460727,60627,1225022422,1281770641,38328,0.14425370505289842,0.1287622281862283,0.05767150893337172,50,155,2,781,6,0,5,7,5,7,0,2,1,1,9,0,1,Reconnaissance
1744,0.7848323506593841,tcp,http,-,9,4,667,1612,16807.11497171484,168,235,30068.696658907334,129682.18672425309,1,1,95.96116182978442,75.5020748600181,2.439746375214495,4.931469318670149,22133,1699143976,684786691,26002,0.017354331680986226,0.017343681997669044,0.019998971458827536,50,429,1,187,2,0,2,1,3,2,0,0,0,5,4,0,0,Normal
7342,0.9339620775895433,udp,irc,no,18,14,10491,4440,39588.11337373236,105,177,543625.0109737368,59074.63744069307,1,0,41.10558235620342,5.739201239672723,3.246798036997782,0.020019871908587172,20109,355777385,1995732188,11829,0.13099717913551376,0.10114839541376752,0.1850470635466144,594,253,1,810,5,0,5,4,4,5,1,0,6,4,4,0,1,Worms
10875,4.414692507382087,tcp,dhcp,INT,23,13,705,1005,76740.06195417304,187,124,362730.84040154587,500.0,1,1,97.30677075625414,4.477355852690497,2.075262331066829,10.067038737156794,38864,279779540,871214965,21491,0.03484654952604107,0.004112253536264217,0.06848679055348049,50,50,2,828,6,0,7,11,3,2,0,0,1,2,6,0,1,DoS
3708,0.3150099178728172,tcp,http,ACC,13,9,1063,377,10900.475580827748,195,99,152824.04636464975,128309.3544686742,2,0,0.4867134899399763,36.32498228442325,6.696205110272851,10.026836836686824,24887,907034953,1638611602,57453,0.06649782954726827,0.006951792323850787,0.004609290483432186,50,109,0,195,1,0,2,1,2,2,0,0,0,4,1,0,0,Normal
5471,0.14141748332223433,tcp,dns,FIN,13,7,247,130,21435.528704371052,221,189,58370.60278432294,135481.74668230044,2,0,14.109668947099014,89.54034210066253,4.275923989231484,1.373189239281646,19095,62265303,1792621902,17230,0.011260463182188209,0.009942364224664577,0.08669752282236237,50,50,0,206,2,0,1,5,1,1,0,0,1,2,1,0,0,Normal
701,0.0972993613870285,tcp,http,PAR,10,5,270,254,10647.36990844406,80,105,117485.67172576253,10955.921656672952,1,1,15.012072386358707,15.947137342069189,5.8797896810891555,2.8187920483971034,62563,1395155089,1129598303,23702,0.047578073892938645,0.0036289817601722024,0.022024693263452393,50,50,0,209,2,0,2,1,1,1,0,0,2,1,1,0,0,Normal
