timestamp,payer,payee,amount,channel,label,scam_type,label_noise,payee_trust,behaviour_score,amount_log,amount_to_median,amount_to_max,is_new_payee,payee_times_paid,is_saved_contact,is_night,hour_share,txn_count_1h,txn_count_24h,failed_24h,payee_account_age_days,payee_reports,payee_distinct_payers_24h,payee_new_payer_share_7d,payee_collects_7d,payee_is_merchant,sms_scam_prob,sms_recent_scam,channel_qr,channel_collect,collect_note_score,qr_flag,payer_account_age_days
2025-01-02 07:02:36.046558033,599,100049,624.0,send,0,none,0,76,0.0073055923,6.437751649736401,0.9904761904761905,0.195,0.0,7.0,1.0,0.0,0.06986,0.0,0.0,0.0,1368.5258222487744,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,444.9589804786828
2025-01-02 13:37:04.771445963,291,1306,3701.0,send,0,none,0,70,0.004675361,8.216628493133443,5.874603174603174,1.1565625,1.0,0.0,0.0,0.0,0.17618,0.0,1.0,0.0,1708.4176620665803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.2399191651773
2025-01-02 13:50:38.019962309,1442,100486,199.0,qr,0,none,0,76,0.0044367868,5.298317366548036,0.31587301587301586,0.0621875,1.0,0.0,0.0,0.0,0.17618,0.0,1.0,0.0,1192.4584120413874,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2369.418885553432
2025-01-02 15:18:22.818377237,2447,100502,478.0,qr,0,none,0,76,0.0058859577,6.171700597410915,0.7587301587301587,0.149375,0.0,5.0,1.0,0.0,0.15243,0.0,0.0,0.0,1429.3923056615413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,345.0238975360258
2025-01-02 17:39:12.997112914,2957,100287,198.0,send,0,none,0,76,0.0057380567,5.293304824724492,0.3142857142857143,0.061875,0.0,9.0,0.0,0.0,0.20983,0.0,0.0,0.0,2370.149545472121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1826.4583112338842
2025-01-02 17:59:10.618359291,1460,100544,4061.0,qr,0,none,0,76,0.0052346312,8.30943074214033,6.446031746031746,1.2690625,0.0,5.0,0.0,0.0,0.20983,0.0,1.0,0.0,2100.819116093342,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1463.378669496155
2025-01-02 20:46:59.282102486,2894,201882,1476.0,send,1,lottery_prize,0,46,0.005206137,7.29776828253138,7.2,2.2990654205607477,1.0,0.0,0.0,0.0,0.22398,0.0,0.0,0.0,8.780723162161417,0.0,0.0,0.0,0.0,0.0,0.9993037124036867,0.0,0.0,0.0,0.0,0.0,2343.6383857955075
2025-01-02 20:59:01.890256723,2487,237,1274.0,send,0,none,0,70,0.0050303084,7.150701457592526,2.022222222222222,0.398125,0.0,3.0,1.0,0.0,0.22398,0.0,0.0,0.0,1929.6171854427403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394.4327263904297
2025-01-02 22:13:04.919118284,679,2410,556.0,send,0,none,0,70,0.00477213,6.322565239927284,0.8825396825396825,0.17375,0.0,7.0,1.0,0.0,0.12588,0.0,1.0,0.0,525.4274030863867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864.771137323393
2025-01-02 23:00:53.045841671,1441,100876,4659.0,send,0,none,0,76,0.004934121,8.446770727119691,5.831038798498122,3.0510805500982316,0.0,9.0,0.0,1.0,0.07422,0.0,3.0,0.0,794.1836708044428,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.440739600058954
2025-01-03 00:41:53.430713124,1712,690,414.0,send,0,none,0,64,0.0049563698,6.028278520230698,0.28240109140518416,0.1933675852405418,0.0,7.0,1.0,1.0,0.04574,0.0,2.0,0.0,308.1216221492546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2276.538598472316
2025-01-03 10:50:33.485128142,651,2809,1384.0,send,0,none,0,70,0.004489838,7.233455418621439,4.034985422740525,0.3138321995464853,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,1946.991328268662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245.2310337374934
2025-01-03 11:06:34.573539487,767,100294,384.0,send,0,none,0,76,0.005747352,5.953243334287785,0.6095238095238096,0.12,0.0,6.0,1.0,0.0,0.19081,0.0,1.0,0.0,1453.2960469401025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0186835775528
2025-01-03 13:07:14.194642561,2381,100266,12836.0,qr,0,none,0,80,0.0049234144,9.460086905084927,7.508628253875402,5.099721891140247,0.0,11.0,1.0,0.0,0.17618,0.0,1.0,0.0,2153.0921879068633,0.0,3.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1284.0463938993153
2025-01-03 14:07:51.146008018,103,100002,713.0,qr,0,none,0,81,0.005383812,6.570882962339584,1.1317460317460317,0.2228125,1.0,0.0,1.0,0.0,0.15656,0.0,0.0,0.0,2380.0359147680656,0.0,5.0,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2135.275623903883
2025-01-03 14:55:10.698191015,2619,100702,4353.0,send,0,none,0,76,0.0056452854,8.378850241794492,1.659550133434998,0.9725201072386059,1.0,0.0,0.0,0.0,0.15656,0.0,2.0,0.0,2981.692807256428,0.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.484402874378876
2025-01-03 15:46:05.271155217,95,200066,2153.0,send,1,kyc_fraud,0,34,0.0062532104,7.675081857716334,6.824088748019017,5.225728155339806,1.0,0.0,0.0,0.0,0.15243,0.0,3.0,0.0,19.087168247744472,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.1895592268993
2025-01-03 17:58:23.217109978,1429,100352,359.0,qr,0,none,0,76,0.021912206,5.886104031450156,0.5279411764705882,0.12780348878604486,0.0,9.0,0.0,0.0,0.0,0.0,5.0,1.0,682.089086887043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,316.35726407242083
2025-01-03 20:14:20.059320716,1319,2307,540.0,send,0,none,0,70,0.0064144763,6.293419278846481,0.25622775800711745,0.16328999092833385,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,2140.1560205539763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.7574507804597
2025-01-03 20:58:15.856744934,783,200532,17697.0,send,1,impersonation,0,35,0.005787562,9.781206917827296,25.102127659574467,3.757324840764331,1.0,0.0,0.0,0.0,0.22398,0.0,1.0,0.0,0.8339102502415268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.3131746119166
2025-01-03 21:02:19.952550752,618,1927,371.0,send,0,none,0,70,0.005093254,5.918893854273146,0.4486094316807739,0.046375,0.0,10.0,0.0,0.0,0.17665,0.0,0.0,0.0,1304.7285143116453,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.22540490186697
2025-01-03 21:22:39.839940987,617,1231,208.0,send,0,none,0,70,0.006032627,5.342334251964811,0.33015873015873015,0.065,1.0,0.0,0.0,0.0,0.17665,0.0,2.0,0.0,1327.116182628445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.41288811602154
2025-01-04 07:20:35.636301357,1443,200942,685.0,send,1,kyc_fraud,0,23,0.007278097,6.530877627725885,1.0873015873015872,0.2140625,1.0,0.0,0.0,0.0,0.06986,0.0,0.0,0.0,5.729794689596852,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383.093507853383
2025-01-04 08:57:13.536995910,2789,100161,1017.0,qr,0,none,0,70,0.004398724,6.925595197110468,1.6142857142857143,0.3178125,1.0,0.0,0.0,0.0,0.09778,0.0,0.0,0.0,198.30719109198847,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,365.8725552639946
2025-01-04 11:11:25.026239274,316,100000,434.0,qr,0,none,0,88,0.006967615,6.075346031088684,0.6888888888888889,0.135625,0.0,2.0,0.0,0.0,0.19081,0.0,1.0,0.0,1370.6025215562415,0.0,17.0,0.09523809523809523,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.60658359891928
2025-01-04 12:19:50.408660516,73,100104,4002.0,qr,0,none,0,76,0.0041596536,8.294799358992574,6.352380952380952,1.250625,1.0,0.0,1.0,0.0,0.1956,0.0,0.0,0.0,1162.9731453130378,0.0,1.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1027.5952641015874
2025-01-04 12:22:31.880917887,1839,201196,13073.0,collect,1,refund_scam,0,70,0.007982555,9.478380804172675,20.75079365079365,4.0853125,1.0,0.0,0.0,0.0,0.1956,0.0,0.0,2.0,950.0306152386082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9993249665851919,0.0,2213.134954056119
2025-01-04 17:13:55.678990229,197,100016,961.0,qr,0,none,0,82,0.006146939,6.8690144506657065,1.3573446327683616,0.5485159817351598,0.0,5.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,500.39773284695997,0.0,8.0,0.17391304347826086,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1591.2090017922274
2025-01-04 19:03:28.845741454,2964,100072,544.0,qr,0,none,0,79,0.0055637187,6.300785794663244,0.41495041952707856,0.12425765189584285,0.0,1.0,0.0,0.0,0.23917,0.0,2.0,0.0,453.9176524852511,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,810.9684963838597
2025-01-04 19:08:31.848474219,2506,100336,913.0,qr,0,none,0,76,0.004749334,6.81783057145415,2.2432432432432434,1.8863636363636365,0.0,4.0,0.0,0.0,0.23917,0.0,0.0,0.0,1435.5969325896033,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1288.0462820822124
2025-01-04 20:01:25.069342964,1696,349,12000.0,send,0,none,0,70,0.0049007274,9.392745258631441,31.16883116883117,9.070294784580499,1.0,0.0,0.0,0.0,0.22398,1.0,2.0,0.0,943.8353330172733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.085269297723
2025-01-04 20:48:19.725249428,908,200602,1585.0,send,1,wrong_transfer,0,35,0.0056384266,7.368970402194793,2.515873015873016,0.4953125,1.0,0.0,0.0,0.0,0.22398,0.0,0.0,0.0,2.8731800919113955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.784923180477
2025-01-04 21:19:08.972429247,467,48,200.0,send,0,none,0,70,0.0053410036,5.303304908059076,0.31746031746031744,0.0625,0.0,2.0,1.0,0.0,0.17665,0.0,0.0,0.0,2030.505319312718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.5059109240726
2025-01-04 21:19:45.862301695,373,200252,4089.0,collect,1,refund_scam,0,61,0.0045051584,8.316300249036848,6.4904761904761905,1.2778125,1.0,0.0,0.0,0.0,0.17665,0.0,0.0,0.0,830.0127310524548,0.0,0.0,0.0,3.0,0.0,0.9936989363658859,1.0,0.0,1.0,0.9883440244652322,0.0,2420.4150819354586
2025-01-04 21:40:49.377390017,1136,1165,1359.0,send,0,none,0,70,0.005052768,7.215239978730097,2.157142857142857,0.4246875,0.0,7.0,1.0,0.0,0.17665,0.0,0.0,0.0,2302.3274475895823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.9854580786234
2025-01-04 22:43:49.818819355,1229,1527,636.0,send,0,none,0,70,0.005406921,6.456769655572163,0.45788336933045354,0.13497453310696095,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,2424.2069028839833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.275177881573
2025-01-05 08:44:43.572907439,692,200465,16.0,collect,1,kyc_fraud,0,35,0.006064488,2.833213344056216,0.025396825396825397,0.005,1.0,0.0,0.0,0.0,0.09778,1.0,1.0,0.0,0.787433292420162,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.02504382188943305,0.0,1872.8455009906245
2025-01-05 09:48:45.745796187,2328,198,334.0,send,0,none,0,70,0.0056538684,5.814130531825066,1.9195402298850575,0.38258877434135163,0.0,5.0,1.0,0.0,0.2,0.0,0.0,0.0,2412.2106705055253,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.2083697819053
2025-01-05 11:29:40.740950103,2127,100037,863.0,qr,0,none,0,79,0.0042932704,6.761572768804055,1.3698412698412699,0.2696875,0.0,3.0,0.0,0.0,0.19081,0.0,0.0,0.0,984.8127200393953,0.0,3.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,301.3098652713238
2025-01-05 11:48:09.226869573,1637,100004,1349.0,qr,0,none,0,86,0.004611467,7.2078598714324755,2.141269841269841,0.4215625,0.0,1.0,0.0,0.0,0.19081,0.0,1.0,0.0,2488.7280680772537,0.0,9.0,0.3181818181818182,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,741.1135182897414
2025-01-05 11:54:17.422274697,2247,100365,34.0,qr,0,none,0,79,0.005818514,3.5553480614894135,0.06273062730627306,0.016642192853646598,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,731.3687665724109,0.0,1.0,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,711.5419290140031
2025-01-05 11:59:28.386339662,151,2022,1222.0,send,0,none,0,70,0.004653928,7.109062135687172,3.647761194029851,0.9392774788624135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2062.195078323693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.645180470821
2025-01-05 12:44:43.826332048,2397,100003,390.0,qr,0,none,0,87,0.0069846367,5.968707559985366,0.6190476190476191,0.121875,0.0,5.0,1.0,0.0,0.1956,0.0,1.0,0.0,1173.5533133215806,0.0,10.0,0.14583333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.924016972585942
2025-01-05 13:22:13.443186649,229,100000,65.0,qr,0,none,0,88,0.00397988,4.189654742026425,0.48872180451127817,0.18895348837209303,0.0,7.0,0.0,0.0,0.17618,0.0,1.0,0.0,1371.6933597153547,0.0,25.0,0.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2110.03777517847
2025-01-05 14:38:52.645045585,123,964,500.0,send,0,none,0,70,0.0046334313,6.2166061010848646,0.7936507936507936,0.15625,0.0,4.0,0.0,0.0,0.15656,0.0,0.0,0.0,1666.1407584732815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.388636059024
2025-01-05 16:39:45.108240206,1580,1721,318.0,send,0,none,0,70,0.005788374,5.765191102784844,0.2535885167464115,0.1887240356083086,0.0,5.0,1.0,0.0,0.1799,0.0,3.0,0.0,1199.8990030044158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.7155940352887
2025-01-05 17:02:27.311355104,1625,201061,3680.0,collect,1,refund_scam,0,44,0.007842065,8.210939733379021,5.841269841269841,1.15,1.0,0.0,0.0,0.0,0.20983,0.0,1.0,0.0,161.644602886967,0.0,0.0,0.0,6.0,0.0,0.9984491768997243,0.0,0.0,1.0,0.9993249665851919,0.0,1563.237984808575
2025-01-05 17:37:11.802440283,1419,200929,20618.0,collect,1,refund_scam,0,34,0.006814741,9.933968259789715,32.72698412698413,6.443125,1.0,0.0,0.0,0.0,0.20983,0.0,0.0,0.0,9.657149428626974,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.9753352480592927,0.0,1148.3023372651137
2025-01-05 18:01:03.668139049,738,200505,3879.0,send,1,impersonation,0,56,0.004953151,8.263590432617319,22.165714285714287,17.316964285714285,1.0,0.0,0.0,0.0,0.23844,0.0,2.0,0.0,111.75243599409407,0.0,0.0,0.0,0.0,0.0,0.8186218525919647,1.0,0.0,0.0,0.0,0.0,2225.970894891781
2025-01-05 18:05:46.284534924,1530,100170,1058.0,qr,1,none,1,79,0.0066350726,6.9650803456014065,1.9610750695088044,0.6007950028392959,0.0,4.0,0.0,0.0,0.23844,0.0,1.0,1.0,2544.9542520476957,0.0,2.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1620.4798977973126
2025-01-05 20:48:06.232246436,1969,100000,747.0,qr,0,none,0,88,0.0058257678,6.617402977974478,1.1857142857142857,0.2334375,0.0,4.0,1.0,0.0,0.22398,0.0,1.0,0.0,1372.0029984776206,0.0,30.0,0.08411214953271028,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.88467336444536
2025-01-05 22:13:20.631545098,18,712,1549.0,send,0,none,0,70,0.0048238374,7.346010209913293,3.5486827033218784,0.91548463356974,0.0,2.0,0.0,0.0,0.12588,0.0,1.0,0.0,1793.197098592116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306.4675939850363
2025-01-06 00:26:03.496725167,1723,100580,1286.0,send,0,none,0,79,0.0041234866,7.160069207596127,2.4264150943396228,0.3028732925105982,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,766.4898443545129,0.0,3.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,353.54430924714427
2025-01-06 02:07:32.776527453,1433,100000,450.0,qr,0,none,0,88,0.0052791326,6.111467339502679,0.7712082262210797,0.5408653846153846,0.0,8.0,1.0,1.0,0.02091,0.0,0.0,0.0,1372.2248334808733,0.0,30.0,0.0782608695652174,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,120.4948234175501
2025-01-06 06:24:50.110129596,1377,2052,970.0,send,0,none,0,70,0.0051795235,6.878326468291325,0.9537856440511308,0.4889112903225806,0.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,2250.2196443395073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.7602987674882
2025-01-06 13:32:41.495621076,455,100289,495.0,qr,0,none,0,76,0.005433276,6.206575926724928,0.7857142857142857,0.1546875,1.0,0.0,0.0,0.0,0.17618,0.0,1.0,0.0,386.1641777000038,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,358.6991724898007
2025-01-06 14:46:45.818708589,118,720,296.0,send,0,none,0,56,0.005209585,5.6937321388027,0.46984126984126984,0.0925,0.0,6.0,1.0,0.0,0.15656,0.0,0.0,0.0,57.45396327003109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.257958017599
2025-01-06 14:56:36.224812197,714,1798,262.0,send,1,none,1,70,0.0052459855,5.572154032177765,0.4158730158730159,0.081875,1.0,0.0,0.0,0.0,0.15656,0.0,0.0,0.0,629.7645573150694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.3003258141928
2025-01-06 15:22:41.059804091,2156,201399,20330.0,send,1,job_task,0,35,0.0057714432,9.919902093804223,44.19565217391305,2.595098289507276,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,3.0,0.0,0.6463735153463211,0.0,1.0,1.0,0.0,0.0,0.9964652600729922,1.0,0.0,0.0,0.0,0.0,1775.3726310326101
2025-01-06 15:35:10.775907203,20,100613,523.0,qr,0,none,0,74,0.0054689995,6.261491684321042,0.8301587301587302,0.1634375,0.0,12.0,0.0,0.0,0.15243,0.0,1.0,1.0,189.2032757829978,0.0,4.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1922.3747002981927
2025-01-06 16:19:19.931033430,2156,201399,60000.0,send,1,job_task,0,35,0.006276502,11.002116507732017,116.0541586073501,2.9513034923757995,0.0,2.0,0.0,0.0,0.2857142857142857,1.0,4.0,0.0,0.6857123027229372,0.0,1.0,0.5,0.0,0.0,0.9964652600729922,1.0,0.0,0.0,0.0,0.0,1775.4119698199868
2025-01-06 16:58:04.495503346,1570,100010,816.0,send,0,none,0,85,0.004585174,6.705639094860003,1.1012145748987854,0.1381645783948527,0.0,4.0,0.0,0.0,0.07692307692307693,0.0,2.0,1.0,2911.1603178592845,0.0,9.0,0.18421052631578946,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.2855727163867
2025-01-06 17:51:27.534594421,893,656,1313.0,send,0,none,0,70,0.005150145,7.1808311990445555,1.3677083333333333,0.15012577178138578,0.0,3.0,1.0,0.0,0.2,0.0,1.0,0.0,552.3480786619084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.6358608864693
2025-01-06 18:05:32.942954699,1321,100014,318.0,qr,0,none,0,83,0.005557973,5.765191102784844,0.09662716499544212,0.05229403058707449,0.0,1.0,0.0,0.0,0.23844,0.0,0.0,0.0,1004.7407799281598,0.0,8.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1850.0541401495561
2025-01-06 18:18:55.472544225,56,100002,318.0,send,0,none,0,88,0.03051428,5.765191102784844,0.40561224489795916,0.13145928069450186,0.0,6.0,0.0,0.0,0.2,1.0,2.0,4.0,2383.2102703992714,0.0,14.0,0.18181818181818182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,272.8177443173757
2025-01-06 19:14:00.135595019,2505,100065,817.0,qr,0,none,0,79,0.0048776483,6.706862336602747,1.2968253968253969,0.2553125,1.0,0.0,0.0,0.0,0.23917,0.0,1.0,0.0,1840.0053137839302,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,470.9891574003186
2025-01-06 19:53:02.464032603,141,1254,1539.0,send,0,none,0,70,0.004698767,7.3395376954076745,2.442857142857143,0.4809375,1.0,0.0,0.0,0.0,0.23917,0.0,0.0,0.0,1529.0787677578417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2089.634187539336
