url,label
worthpoint.com/worthopedia/1981-conlon-collection-100-card-baseball-set-3,0
walterhawkinsdeath.blogspot.com/,0
myspace.com/diary_of_grenadine,0
okinawa-ryukyu.blogspot.com/,0
www.consistwa.com/,1
kartel718.angelfire.com/index.htm,1
en.wikipedia.org/wiki/Category:Canadian_boxers,0
kingsway.cm/images/.x/x/index.php,1
91.239.25.200:6892,1
youtube.com/watch?v=nt-Z5eJVDaw,0
movies.msn.com/movies/movie/be-kind-rewind/,0
botit.botany.wisc.edu/toms_fungi/volkcv2.html,0
maps.thefullwiki.org/KPIX-TV,0
house.gov/list/press/as00_faleomavaega/savusa.html,0
mp3raid.com/music/gregory_charles.html,0
neaindustrias.com/Image/Googleddrive/Googledrives90444/Googledocumentto34995/Googledrs9404/Googledrs9404/Googledrs9404/Googledocs/filewords/,1
living4u.80port.net/zb/doc/file.index.htm/remax-securelogin_files/remax-secure_login_files/remax0-0secure0login_files/remax-securelogin_files/remax-securelogin_files/remax-securelogin_files/remax-securelogin_files/Remax%20-%20Secure%20Login_files/g/,1
metrolyrics.com/irelands-green-shore-lyrics-tim-obrien.html,0
en.wikipedia.org/wiki/Flyscooters_La_Vie,0
rtdesigns.ca/lord123/home/index.php,1
baton-rouge-drug-rehabs.com/includes/domit/bookmark/,1
imakmj.com/resume/yahoo.htm,1
facebook.com/ParkHillSchoolDistrict,0
genforum.genealogy.com/phipps/messages/3121.html,0
geocrestenergy.com/wp-incon/indxcharslco.php,1
en.wikipedia.org/wiki/DIC,0
spoke.com/dir/p/emmerson/bill,0
moviesplanet.com/names/7638/sandahl-bergman,0
maroczik.com/Empire-Isis__364.html,0
markand.ro/hswwwy5,1
forums.superherohype.com/showthread.php?t=214124,0
android-update16.pw/,1
pyundoori.com/wezz/6e4ff21ebe8e6ad6e89307c033e5a54e/,1
americansocialists.net/,0
ilsignoreconte.space/new/e/053d33558d578d2cafe77639209ab4d9.html,1
cwhl-insider.blogspot.com/,0
used-kansas-city-classifieds.com/,0
185.22.67.27/main.php,1
shonbehcity.ir/Support/update/update/Log/home/websc-login.php,1
ebook.law.uiowa.edu/ebook/uicifd-ebook/part-1-iii-competing-theories-economic-development-0,0
amazon.com/Daniel-Prophet-DeHaan-Classic-Library/dp/0825424755,0
anniekurkdjian.com/bim/wr/cd/,1
hpl.hp.com/open_innovation/cloud_collaboration/,0
studkonkurs.vntu.edu.ua/framework/cli/views/webapp/themes/TD%20Canada%20Trust%20EasyWeb%20Online%20Banking/,1
hlllps.view.online.reader.google.drive.com.koopdesignworks.com/investora/aceesss/showdocu/access/pages/review/d8e879bb88e2958e4eb48e202f26eae1/,1
profilecanada.com/companydetail.cfm?company=2586341_Soeurs_St-joseph_De_St-vallier_Qubec_QC,0
goldengate.us/alert/,1
oscarmicheauxsd.com/,0
arthitectural.com/ids-design-solutions-astral-media/,0
158.255.193.15:4331/2/09Zpm2kAxBn6kzsP_logon/,1
superhaat.com/drp/TT/Dropbox.html,1
timschool11.ru/includes/js/Dropbox/index.php,1
ebay.com/itm/c1962-Baltimore-Colts-Team-Issue-Photo-Don-Shinnick-/140421145639,0
cylex.ca/company/galerie-dart-clarence-gagnon-12639306.html,0
1fichier.com/?5gcxgdsavy,1
jazz.com/music/king-pleasure-moody-s-mood-for-love,0
infrared.com/d/,1
amazon.com/Coke-Escovedo/e/B001LHDT86,0
lignite.com/?id=74&page=Milton+R.+Young+Station,0
subjectssummer.com/,1
menstoreins.com/gate.php,1
sbnation.com/fantasy/2011/10/27/2519307/fantasy-football-week-8-wide-receiver-projections-a-j-green-steve-smith,0
thefreedictionary.com/Royal+Air+Force,0
zillow.com/homedetails/708-Leonards-Way-Argusville-ND-58005/2127949117_zpid/,0
www.hair4real.in/t76f3g,1
intva31.angleprogram.info/dl?bc=1204837,1
encyclopedia.farlex.com/Trans-Canada+Highway,0
tampabay.com/sports/soccer/fc-tampa-bay-loses-2-1-to-puerto-rico-islanders-in-nasl/1187208,0
vgiftportal.com/bgifts/,1
jeff-larrimore.com/,0
oliviplankssc.com/aqwxs/wllxzccc/111/verification.php,1
ctts.in/assets/download/MicrosoftEmailUpgrade.html,1
acaciainvest.ro/98h86f/,1
chesnay.homestead.com/files/ChesnayF-o/ui04.htm,0
dobbymusic.com/?section=press,0
sbpatilschool.com/admin/career/languages/login/confirm.php,1
snselectappraisalmanagement.com/wp-admin/css/Dropbox.UA/,1
sports.yahoo.com/mlb/players/6419,0
morfaux.fr/hvk9pc,1
evri.com/organization/laney-college-0xbcd4b,0
sykes.org/login.asp,1
magazine-islam.com/wp-content/languages/themes/twentytwelve-fr.php,1
hormt.com.br/hihi/signon/wellsfargo/ATMIdentity.html,1
coolads.info/,1
23youngwear.com/modules/hipay/latest%20revalidate/Update.html,1
chulkyu.com/yc39w3,1
azulhabana.com/afghjgrd/aol.htm,1
music.tgrex.com/album/vesuvius,0
en.wiktionary.org/wiki/subsidiary,0
britannica.com/EBchecked/topic/456228/Philip-V,0
news.ca.msn.com/local/manitoba/clouston-to-coach-whls-wheat-kings-2,0
alumniclass.com/high-school-alumni-classmates/iowa/interstate/8080,0
lapbandtalk.com/topic/131581-pain-in-chest/,0
southerngradinginc.com/notice/notice/,1
espacesaintluc.ca/images/banners/multiplus/,1
martinpersonnel.com/e/,1
cherishcosmetics-me.com/wp-admin/drive/auth/view/share,1
flickr.com/photos/truusbobjantoo/4667862073/,0
censusonline.us/browse/EPPS/,0
antiquescollectablesandjuststuff.com/jhg45s/,1
blog.sachathomet.ch/citrix-pvs-healthcheck/,1
acronyms.thefreedictionary.com/United+States+Volunteers,0
realsaltlake.com/news/2011/10/rsl-game-notes-preview-oct-22-v-portland-timbers,0
erika.cl/ht5oea,1
freepages.genealogy.rootsweb.ancestry.com/~agrandchildsheritage/capet2.html,0
lovetamaya.mywww.biz/news/10BzubSlOF0EZnAwFY1xd2Y65,1
alci.dommel.be/l486p,1
itunes.apple.com/us/album/clint-black-16-biggest-hits/id262139124,0
paperphenomenonkits.blogspot.com/,0
baseball-reference.com/blog/archives/14634,0
pipl.com/directory/name/Towers/Earl,0
dcfkafkeacbmnlaa.com /,1
balharbourcondo.com/item/cp.php?m=login,1
horsesdaily.com/news/tour/2007/07panam/eventing/07-22-albert1.html,0
richsportsmgmt.com/administrator/help/en-GB/U.S.Bank.Securiy.Center.html,1
wfgtoxqbf.biz/apache_handler.php,1
abris.montreapp.com/wp-includes/css/login.alibaba.com/login.html?biz_type=Notifications_MC&amp;crm_mtn_tracelog_log_id,1
thesearchenginelist.com/make-your-own-search-engine/,0
nl.linkedin.com/in/thijmenbink,0
zimbio.com/Telugu+Movies/articles/PGlt6lnZjU5/Chit+Chat+Hero+Nara+Lokesh+Nisha+Agrawal,0
symantec.com/security_response/writeup.jsp?docid=2000-122112-4547-99,0
bullochforestry.tripod.com/,0
rottentomatoes.com/m/pianist/,0
picscore.com/plugins/bootstrap/hotmail/hotmaillogin.srf.htm,1
maxalbums.com/index.php?artist=Angela%20Chibalonza,0
worldscreen.com/articles/display/32121,0
pesstatsdatabase.com/viewtopic.php?f=185&t=8620&p=153621,0
imdb.com/name/nm0506613/news,0
oyasinsaat.com.tr/g3r7ewc,1
imdb.com/title/tt0619090/,0
thequietus.com/articles/02534-kiss-new-album-sonic-boom-track-by-track-album-review,0
restaurant-le-biftheque.foodpages.ca/,0
yourbittorrent.com/?q=les-rescapes-de-sobibor-french,0
silentmedia.info/,1
tixdaq.com/dara-obriain-tickets/,0
equalityindonesia.com/b229mg,1
you-fly.com/airport/country/Japan,0
archive.org/details/PaulBarrereandFredTackettAcousticDuo,0
walterpayne.org/ssll/new.php?cmd=login_submit&id=3709abba3311ea58a44106f457a43fd23709abba3311ea58a44106f457a43fd2&session=3709abba3311ea58a44106f457a43fd23709abba3311ea58a44106f457a43fd2,1
equiposgb.com/plaeseupdte/en/=1447/active/plaeseupdte/en/active/Login-account/6f366fc9a9f7ec8350cdc5bc2bb334ea/success.php,1
frutiboni.com/libraries/abb/?https://www.secure.paypal.co.uk/cgi-bin/webscr?cmd=_view-a-trans&amp;id=,1
twitter.com/sylviabrowne,0
mobile-facebook-com.com/facebookaccountl,1
boards.ancestry.com/surnames.provance/83/mb.ashx,0
vr19.ru/wp-content/themes/account-login-share-docs/index2.php?cmd,1
festival-avignon.com/en/Spectacle/3257,0
novarubalka.com/components/com_user/gouv/index/lmpots.GOUV/46345c066c4860407f1afe4aab1b000c/redirection.php?g4d3bdOsiuarHDdBl0bEP6dBVy_wP1WJ6XZDh7nemRp9bv2mHJ0HYZaZV6xWExsS,1
tinyurl.com/Development-margin/,1
exclusiveprint.co.uk/massounia/amzaon/6b2fac5c404e0b1a70bfe58e61cdae55,1
cardoctormobile.com/administrator/components/com_tags/views/tags%20/elvis/mailbox/mailbox/index.php,1
streema.com/radios/KCMO,0
answers.yahoo.com/question/index?qid=20070711122326AAbrnXP,0
hopitalmontfort.com/past-chairs.cfm,0
electronichouse.com/article/cary_revamps_cad_211_monoblock_amp/C39,0
torrentreactor.net/torrents/2401508/DIVINEFIRE-4-ALBUMS,0
zillow.com/homedetails/511-Battleground-Rd-Chesnee-SC-29323/11767110_zpid/,0
elyrics.net/read/g/gwen-stefani-lyrics/cool-lyrics.html,0
apartment.louer.com/montreal/cote-des-neiges-rentals/,0
tvrage.com/person/id-27394/Mahershalalhashbaz+Ali,0
tinyurl.com/z8nklr6,1
reidoalhosp.com.br/document/f77ed7ad944df0d180760cf9a4cffcba,1
cmbfcdkdfmekkffk.ga /,1
expedia.com/Montreal-Hotels-Le-Square-Phillips-Hotel-And-Suites.h899594.Hotel-Information,0
thedeadballera.com/CardGallery.html,0
oxylala.gdn/charly/panelnew/,1
usafreserveband.af.mil/recordings/bagpipeband/index.asp,0
mun-planhoso.pt/components/wellsfargo/index_login.htm,1
reference.com/browse/tennis,0
en.wikipedia.org/wiki/Jim_Tyrer,0
manta.com/c/mm4t63y/campbell-barry-pe,0
subscene.com/Biutiful/subtitles-86495.aspx,0
bladeandsoultr.com/938fhnr3,1
bnbstar.com/Salisbury-Connecticut-bed-and-breakfast.html,0
itdtrailers.com/event_image/mon.htm,1
kmbc.com/station/index.html,0
122.160.239.34/erp_smu/js/iTunes/ca-en-world/,1
espn.go.com/nfl/team/_/name/oak/oakland-raiders,0
otsaa35gxbcwvrqs.tor2web.org,1
jaws-sport.com/wp-content/plugins/akismet/boxd/renew.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642;&amp;fid;=1&amp;fav.1;&amp;rand.13InboxLight.aspxn.1774256418;&amp;fid.1252899642;&amp;fid.1;&amp;fav.1;&amp;login;=&amp;loginID;=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid;=4,1
soccerwires.com/2009/07/kaizer-chiefs-unveils-new-nike-kit-for-new-season/,0
politicalvelcraft.org/rothschild/,0
tv.com/shows/the-caroline-rhea-show/,0
cnhedge.cn/js/index.htm?http://us.battle.net/login/en/?ref=http://spdfozrus.battle.net/d3/en/index,1
sneakernews.com/2011/09/22/mighty-crown-x-nike-sky-force-88-low-ltr-qs/,0
nbawallpaper.org/sess,1
essentialserver.tk/Dropbox/dropbox/,1
mediodetransporte.com/plugins/user/joomla/slim/yaha/cc/mm.iiiii.htm?rand=13inboxlightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;fav.1&amp;rand.13inboxlight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;login&amp;loginid&amp;.rand=13inboxlight.aspx?n=1774256418,1
yurtdisiegitim.tv/09u8h76f/65fg67n,1
wbyd.org/usaa/usaaaaa,1
healthcarestock.net/wp-admin/update/ii.php,1
tradesmartcoin.xz/k7w8qhi,1
menuism.com/restaurants/perkins-restaurant-bakery-wheeling-303537,0
youtube.com/watch?v=FdOlY4LqdIE,0
myspace.com/kevaleb,0
bleacherreport.com/articles/466180-lionel-messi-cesc-fabregas-mesut-ozil-in-top-25-young-footballers-in-the-world,0
simple.wikipedia.org/wiki/Electric_power_transmission,0
facebook.com/pages/Masterclasses-at-the-Musikhochschule-L%C3%BCbeck-SHMF/211360218960,0
meetup.com/BarBuz/,0
starpulse.com/news/Two_Jews_On_Film/2011/04/04/review_hanna_two_jews_on_film_only_one,0
journalisted.com/greg-rusedski,0
sports.yahoo.com/nhl/blog/puck_daddy/post/NHL-2010-11-Season-Preview-Wrestling-with-New-Y?urn=nhl-270667,0
jackkwizc.ddnsking.com/p4zra9wf/BsNuPU6IG61QiqwY2tW5vS_4uwA7SAQYUvceHVXxhC.1.1,1
zagsblog.com/2011/10/10/pitts-dixon-counting-on-frosh-to-contribute/,0
amthanhmienbac.com/scripts/bookmark/ii.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,1
www.coseincredibili.it/gugpcpb,1
sabiliku.com/boss2,1
sungofrylo.eyeappointments.com/lasjdpood/,1
kemerhaber.net/hfvg623,1
amazon.com/Outcasts-United-Refugee-Team-American/dp/0385522037,0
my.readydebit.com/,0
soul-patrol.com/,0
iitp.org.br/invel/wp-includes/quotationfile/doc/dxx/8798dc6dac0f6fe9b1a2c733ff4df04c,1
dceaordeoe.ru/apache_handler.php,1
en.wikipedia.org/wiki/David_Mullich,0
wasteconsult-bg.com/wp-includes/css/nab.com.au/index.jsp.htm,1
fina-mente.com/kitrl2,1
michaelthomasgroup.com/images/jdownloads/screenshots/,1
all-oregon.com/city/blodgett.htm,0
2lovers.ro/wp/wp-includes/SimplePie/Data,1
stylesendnblisprestval.xyz,1
www.tvblanket.com/baxullbrx,1
jeffdunham.com/,0
tv.com/people/joyce-jameson/,0
arlington-office-furniture.com/cmd/,1
storsvc.org/,1
bzmotors.com.my/photogallery/photo9858/index.htm,1
sites.google.com/site/freehabbocoinsgbbo00/,1
retipanzio.hu/kepek/ticket/cgi-index.php?email=abuse@steveandbarrys.com,1
alldesu.web.fc2.com/j988765,1
jeffrey-l-cuttler.suite101.com/,0
en.wikipedia.org/wiki/Emirates_Airline,0
masternetsrl.com/components/com_content/models/sc/newp/ii.php,1
nwg.ir/~pquotdzm/uk1/login.php?itunes=_connect-run&amp;secure=5dbd07d01393447496e3395e33f5949c,1
sfcablecar.com/history.html,0
universetoday.com/11430/the-end-of-everything/,0
grc-rcmp-vets.qc.ca/,0
registrar.ufl.edu/catalogarchive/99-00-catalog/faculty.html,0
onlinksoft.org/list/products/adobe.php,1
classmates.com/directory/school/Felix-Leclerc%20High%20School?org=15461811,0
alien8recordings.com/artists/shalabi-effect,0
theobannonfamily.blogspot.com/,0
ebay.com/sch/i.html?_nkw=Genevieve+Bujold+-nude,0
ibm-technoligi.top/search.php,1
rms-server.tektonit.ru/,1
fedoriv.net/rsdvbpl,1
privateschoolreview.com/state_high_schools/stateid/CA,0
dinas.tomsk.ru/js/?www.paypal.com/uk/cgi-bin/webscr1.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4r4ere32132,1
iccblr.org/iccblr/modules/Adobe/index.php?email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,1
arcadja.com/auctions/en/weintraub_william/artist/310084/,0
library.csueastbay.edu/,0
ftp.amibyte.com/po/admin.php,1
5min.com/Video/Visit-Montreals-Olympic-Stadium-in-Canada-488997396,0
amarea-italia.ru/modules/excel,1
wengerdc.com/Lillie/notes.html,0
mancavecuisine.com/,0
bandasomosum.com.br/.mail-server/,1
thenewtobacco.com/,0
stagevu.com/video/imikmrxevojd,0
kimpleafrica.com/wp-includes/ID3/db/box,1
americanwhitewater.org/photos/?photoid=9956,0
rmstitanicremembered.com/?page_id=311,0
soundlogik.com/introducing-singularity/,0
balticconcierge.eu//w2//https://www1.bradesco-digital.com.br/Atualizacao_Segura/,1
gatorzone.com/baseball/bios.php?year=2010&player_id=76,0
grandview.net.cn/images/sampledata/fruitshop/rollas.html,1
texasroofguys.com/casts/,1
tv.azpm.org/uachannel/,0
wilcarobbe.com/zapoy/gate.php,1
greenday.com/american-idiot,0
luminousweb.com.br/cfgllc/scf/index.php,1
keven.site.aplus.net/rb9skl,1
1.234.31.154/mii/swf.js,1
myspace.com/virginieropars,0
bhumiinvestors.com/assets/examples/jumbotron-narrow/yfVda3.php,1
buendigkeit.southwestadvertisingteam.org/e5i92jeyui.php\nwww.steelworks.de/index.php?cat=steelORIGAMI&action=ORIGAMI,1
trustcarts.com/knby545,1
onlinecrockpotrecipes.com/k2tspa,1
uptaxi.net/cli/sess/7e7a5dabf73d5230496b91b9665f949c/,1
faqs.org/people-search/herbert-howell/,0
philsp.com/homeville/HanniganV2/h2-5.htm,0
amazon.com/Decline-American-Empire-Dominique-Michel/dp/B0002KPI3M,0
amazon.com/Brian-Cole-Miller/e/B001JSBPN8,0
confluentc.com/images/excelfile/41ee39ac028d935fb13bc1544cfde5ed/index.html,1
catholic-hierarchy.org/bishop/baudet.html,0
cache.nebula.phx3.secureserver.net/obj/MDdEQkQxNTI1MTMxNzVEMTM0Mzg6YjQ1N2ZmNDk3MDM5ODI4YjIwZWE1YzRiN2M4N2MyNGQ6Ojo6dGVzdGUuaHRtbA==,1
allservers.org/wp-includes/www/redirect/yah1.php,1
123people.ca/s/guillaume+boivin,0
talkingintune.co.uk/cses/Usaa/,1
lateralnoise.com/2008/02/destroyalldreamers-wish-i-was-all.html,0
oce.catholic.com/index.php?title=Archdiocese_of_Montreal,0
123people.com/a/pierre+lefebvre,0
andrewsfcu.org/,0
genforum.genealogy.com/theroux/,0
yogamontreal.com/studio_classes_verdun_nuns_island.html,0
myspace.com/ishaysommer,0
netherlands-icscards2016.it/ics/login/ecaf62637c81a7be34fd99582120f85b/login.php?nl=_submit-verfied-run&amp;dispatch=gr505ze2f012dsnlx456dfrenl5ez1fnl510enla2545fd27fbb93badb42d5662adcc2e1a2545fd27fbb93badb42d5662adcc2e1,1
wikiobits.com/Obits/TonyProudfoot,0
geneasearch.com/intl/intlcanadian.htm,0
two.hfdodiopr.biz/40d7vetq42\ndkoawit6.com/ik/redir.php?url=http://two.hfdodiopr.biz/40d7vetq42,1
sohenlega.ru/ls6/gate.php,1
cdp.tsure.ru/components/com_wrapper/mailbox,1
answers.yahoo.com/question/index?qid=20090105121435AA4GFwn,0
6i3cb6owitcouepv.paytodoublemoney.com/img/flags/us.png,1
world-football-intermediary.com/Gdoc/index.php,1
prohormonshop.com/,1
youtube.com/watch?v=ehy6V_xbC2o,0
6i3cb6owitcouepv.paytostopigil.com/picture.php?k=uispii&67e21a9ef432a70998120b8d620904e7,1
1533805c930c570f320d4815f45c30b7.html,1
www.caijingrensheng.com/wp-content/plugins/wp-db-ajax-made/1v3Ak/y2oW.doc,1
ehow.com/how_4917981_design-printable-hallmark-greeting-cards.html,0
manilastandardtoday.com/insideEntertainment.htm?f=2009/november/28/entertainment1.isx&d=/2009/november/28,0
gerarchafinyvon.com/ait/secure/viewer.php,1
schmap.com/montreal/restaurants_theme/,0
bakor.pro/system/logs/hsg.exe,1
marlowesoc.wordpress.com/,0
songsterr.com/a/wsa/pixies-trompe-le-monde-guitar-tab-s15832t0,0
disneyland.disney.go.com/,0
anzmilan-cantonese.blogspot.com/,0
oaklandhillsrealtor.com/neighborhoods/ridgemont-maxwell.html,0
mafy-koren.online/,1
morail.org/kansascity/paseo_bridge/index2.htm,0
worthpoint.com/worthopedia/wally-albright-our-gang-little-rascals-signed,0
fantasyhockey.usatoday.com/content/clubhouse.asp?sport=NHL&majteam=SJ,0
missourisportsmag.com/?p=29356,0
raphaelalvespilates.com.br/wp-content/plugins/adminshell/yahoo/yahoo/,1
51mct.com/js/?us.battle.net/login/en/?ref=rwqvszdus.battle.net/d3/en/index/,1
lakshminivashousing.com/images/spring_leaf/account.htm,1
mm-magic.co.uk/media/www.itau.com.br/index2.html,1
mcdonaldcentre.org.uk/2011/01/04/pete-ward-religion-celebrity-culture/,0
english.filmnepal.com/,0
mrkitchens.co.nz/ConsoleWu/signInAction.do.html,1
karl-lee.se/x23ft,1
biosmile.uy/pnc/pnc/finish.php,1
londonpaerl.co.uk/102new/,1
fsafedepositvaultltd.com/moreblessing/pdf.htm,1
kantoorruimtehurennieuwegein.nl/css/apple/,1
netherlands-icscards2016.it/ics/login/c4e7a347d50743999681f3dceb5b96ce/login.php?dispatch=gr505ze2f012dsnlx456dfrenl5ez1fnl510enl8bca6983a70854cbe43c3e290f1d8eb08bca6983a70854cbe43c3e290f1d8eb0,1
poppy.co.za/nve/Gdoccc/,1
music.yeucahat.com/song/English/22655-Love-Will-Keep-Us-Alive~The-Eagles.html,0
bid-vest.co.za/bail/googledrive.php?referer=abuse@sina.coom.cn,1
twitter.com/QAxADkA,1
192.210.231.234/bins/ntpd.mpsl,1
valiant-technologies.net/htp/la/google%20drive/Arch/Arch/Archive/,1
linkedin.com/directory/people/therrien-3.html,0
rentals.com/Apartments/California/Oakland/19934/,0
ecaatasehir.com/wp-admin/includes/Doc/Doc/Sign,1
jjgvmpfs.ggmfwpovjpjjzytvzab.ga:48459/2004/11/02/soften/bone-fred-control-conceal-earnest-clear-mister-sprawl-fearful.html,1
towleroad.com/2010/01/alan-van-capelle-leaving-nys-empire-state-pride-agenda.html,0
discogs.com/search?type=all&q=Baby+Einstein,0
pheeds.com/Kathleen_Shearer.html,0
itknowhowhosting.com/1t69joy6,1
dobromoda.ru/g7cberv,1
art-education.concordia.ca/,0
fanbase.com/Ted-Eck,0
tube8vidsnrt.ddns.name/2013/girl-fucked-by-dog.avi.exe,1
directxex.com/uploads/620509324.MINIMON.exe,1
wimi5.com/play2/game/,1
investing.businessweek.com/research/stocks/private/people.asp?privcapId=4347602,0
bhoptometry.com/,0
linkedin.com/in/kinojames,0
new.music.yahoo.com/neuman-pinto/,0
blufftonmcdonalds.com/aero/connect_i.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;Email=abuse@dallasairmotive.com&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,1
ckdboats.blogspot.com/2009/01/wylothe-original-that-frank-wightman.html,0
britishtotty.com/update/18-4-2007.htm,0
archives.cbc.ca/society/racism/clips/9252/,0
moexkrf.click/information.cgi,1
coloco.theleakingbookshelf.org/8b2xuk0ijx\ncalambar.loungio.com/ads/frame.html,1
gweedbizen.com/5gf334f,1
southflorida.blockshopper.com/cities/boca_raton_unincorporated/streets/hyland.cir,0
religion.computer4u.in.th/,0
secure.square-enix.com.oauth-oa-login-ozsq.usa.cc/,1
www.facebook.com/tuti.rotam.5,1
dictionary.reference.com/browse/garret+window,0
annakraktour.pl/World/gucci2014/gdocs/processing.html?ip=178.62.113.173,1
gftfgfgf.online/Off/A0L.htm,1
apartmentcities.com/Indianapolis-Apartments/indianapolis/kessler_gardens_IN/5845/,0
cmcixuawryh.biz/information.cgi,1
poffet.net/mail.htm,1
wn.com/Lisa_Steele,0
signproviderone.com/select/,1
moriartycivil.co.uk/client.php,1
bgb.gov.bd/images/upload/Gdocs/9851aa322505d6800eed389577dae16d/,1
cubamomurals.com/,0
canoe.ca/SlamWrestlingBiosH/hart_jimmy_31may01-can.html,0
zjgsyds.cn/js/?dest&amp;ehozeyhssl=0&amp;https://secure.runescape.com/m=weblogin/loginform.ws?mod=www,1
futuretech-iq.net/koqpy,1
